Purchase Order ID,Purchase Order Date,Delivery Date,Purchase Order Number,Reference#,Purchase Order Status,Vendor Name,HSN/SAC,Is Tax Calculated on Label Price,Source of Supply,Destination of Supply,GST Treatment,GST Identification Number (GSTIN),Is Inclusive Tax,Currency Code,Exchange Rate,Template Name,Reference No,Delivery Instructions,Terms & Conditions,Shipment preference,Expected Arrival Date,Account,Account Code,Item Price,Item Name,Product ID,Item Desc,QuantityOrdered,QuantityCancelled,QuantityReceived,QuantityBilled,Usage unit,Discount Type,Is Discount Before Tax,Discount,Discount Amount,Tax ID,Item Tax,Item Tax %,Item Tax Amount,Item Tax Type,Item Exemption Code,Item Type,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,Item Total,Total,Adjustment,Adjustment Description,Entity Discount Percent,Entity Discount Amount,Discount Account,Discount Account Code,Supply Type,Project ID,Project Name,Payment Terms,Payment Terms Label,Attention,Address,City,State,Country,Code,Phone,Deliver To Customer,Recipient Address,Recipient City,Recipient State,Recipient Country,Recipient Postal Code,Recipient Phone,TDS Name,TDS Section Code,TDS Section,TDS Percentage,TDS Amount,TCS Tax Name,TCS Percentage,TCS Amount,Nature Of Collection,Submitted By,Approved By,Submitted Date,Approved Date
2761566000000206115,2026-06-05,,RBS-PO-001,"PSS- 98, Dated: 05.06.2026",Partially Billed,POWER SOURCE & SERVICES,27101980,FALSE,BR,UP,business_gst,10AHMPJ5366K1Z7,false,INR,1.000000000000,Spreadsheet,"PSS- 98, Dated: 05.06.2026",,,,,Materials,,5222.00,LUB OIL 10 LTR,2761566000000200008,,3.00,0.00,0.00,3.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,2678.89,ItemAmount,,goods,,,,14882.70,25345.59,0.00,Adjustment,5.00,0.0,Materials,,,,,0,Due on Receipt,,,,,,,,,"Darbhanga Airport,",Darbhanga,Bihar,India,846005,,,,,,0.000,,,,,,,,
2761566000000206115,2026-06-05,,RBS-PO-001,"PSS- 98, Dated: 05.06.2026",Partially Billed,POWER SOURCE & SERVICES,27101980,FALSE,BR,UP,business_gst,10AHMPJ5366K1Z7,false,INR,1.000000000000,Spreadsheet,"PSS- 98, Dated: 05.06.2026",,,,,Materials,,2650.80,LUBE OIL 5 LTR,2761566000000206025,,1.00,0.00,0.00,0.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,453.29,ItemAmount,,goods,,,,2518.26,25345.59,0.00,Adjustment,5.00,0.0,Materials,,,,,0,Due on Receipt,,,,,,,,,"Darbhanga Airport,",Darbhanga,Bihar,India,846005,,,,,,0.000,,,,,,,,
2761566000000206115,2026-06-05,,RBS-PO-001,"PSS- 98, Dated: 05.06.2026",Partially Billed,POWER SOURCE & SERVICES,84212300,FALSE,BR,UP,business_gst,10AHMPJ5366K1Z7,false,INR,1.000000000000,Spreadsheet,"PSS- 98, Dated: 05.06.2026",,,,,Materials,,570.00,L.O.FLTR,2761566000000200017,,2.00,0.00,0.00,2.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,194.94,ItemAmount,,goods,,,,1083.00,25345.59,0.00,Adjustment,5.00,0.0,Materials,,,,,0,Due on Receipt,,,,,,,,,"Darbhanga Airport,",Darbhanga,Bihar,India,846005,,,,,,0.000,,,,,,,,
2761566000000206115,2026-06-05,,RBS-PO-001,"PSS- 98, Dated: 05.06.2026",Partially Billed,POWER SOURCE & SERVICES,84212900,FALSE,BR,UP,business_gst,10AHMPJ5366K1Z7,false,INR,1.000000000000,Spreadsheet,"PSS- 98, Dated: 05.06.2026",,,,,Materials,,174.00,Fuel filter,2761566000000200029,,2.00,0.00,0.00,2.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,59.51,ItemAmount,,goods,,,,330.60,25345.59,0.00,Adjustment,5.00,0.0,Materials,,,,,0,Due on Receipt,,,,,,,,,"Darbhanga Airport,",Darbhanga,Bihar,India,846005,,,,,,0.000,,,,,,,,
2761566000000206115,2026-06-05,,RBS-PO-001,"PSS- 98, Dated: 05.06.2026",Partially Billed,POWER SOURCE & SERVICES,38200000,FALSE,BR,UP,business_gst,10AHMPJ5366K1Z7,false,INR,1.000000000000,Spreadsheet,"PSS- 98, Dated: 05.06.2026",,,,,Materials,,302.50,COOLANT 1 LTR,2761566000000206044,,2.00,0.00,0.00,2.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,103.46,ItemAmount,,goods,,,,574.75,25345.59,0.00,Adjustment,5.00,0.0,Materials,,,,,0,Due on Receipt,,,,,,,,,"Darbhanga Airport,",Darbhanga,Bihar,India,846005,,,,,,0.000,,,,,,,,
2761566000000206115,2026-06-05,,RBS-PO-001,"PSS- 98, Dated: 05.06.2026",Partially Billed,POWER SOURCE & SERVICES,998717,FALSE,BR,UP,business_gst,10AHMPJ5366K1Z7,false,INR,1.000000000000,Spreadsheet,"PSS- 98, Dated: 05.06.2026",,,,,Labor,,2200.00,SERVICE CHARGE,2761566000000200065,,1.00,0.00,0.00,1.00,Job,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,376.19,ItemAmount,,service,,,,2090.00,25345.59,0.00,Adjustment,5.00,0.0,Materials,,,,,0,Due on Receipt,,,,,,,,,"Darbhanga Airport,",Darbhanga,Bihar,India,846005,,,,,,0.000,,,,,,,,
2761566000000219170,2026-06-10,,RBS-PO-002,,Draft,EXPERT ENGINEERS,27101980,FALSE,UK,UP,business_gst,05AAJFE0008M1ZO,false,INR,1.000000000000,Spreadsheet,,,,,,Materials,,10429.66,GREAVES LUBE OIL- 20 LTR,2761566000000200003,,4.00,0.00,0.00,0.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,7509.36,ItemAmount,,goods,,,,41718.64,77046.00,0.01,Adjustment,0.00,0.000,,,,,,0,Due on Receipt,,,,,,,,,"Sarsawa Airport,",Saharanpur,Uttar Pradesh,India,,,,,,,0.000,,,,,,,,
2761566000000219170,2026-06-10,,RBS-PO-002,,Draft,EXPERT ENGINEERS,27101980,FALSE,UK,UP,business_gst,05AAJFE0008M1ZO,false,INR,1.000000000000,Spreadsheet,,,,,,Materials,,5222.00,LUB OIL 10 LTR,2761566000000200008,,1.00,0.00,0.00,0.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,939.96,ItemAmount,,goods,,,,5222.00,77046.00,0.01,Adjustment,0.00,0.000,,,,,,0,Due on Receipt,,,,,,,,,"Sarsawa Airport,",Saharanpur,Uttar Pradesh,India,,,,,,,0.000,,,,,,,,
2761566000000219170,2026-06-10,,RBS-PO-002,,Draft,EXPERT ENGINEERS,38200000,FALSE,UK,UP,business_gst,05AAJFE0008M1ZO,false,INR,1.000000000000,Spreadsheet,,,,,,Cost of Goods Sold,,2833.90,coolant 10 ltr,2761566000000219119,,1.00,0.00,0.00,0.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,510.10,ItemAmount,,goods,,,,2833.90,77046.00,0.01,Adjustment,0.00,0.000,,,,,,0,Due on Receipt,,,,,,,,,"Sarsawa Airport,",Saharanpur,Uttar Pradesh,India,,,,,,,0.000,,,,,,,,
2761566000000219170,2026-06-10,,RBS-PO-002,,Draft,EXPERT ENGINEERS,84212300,FALSE,UK,UP,business_gst,05AAJFE0008M1ZO,false,INR,1.000000000000,Spreadsheet,,,,,,Materials,,381.36,L.O.FLTR+ELEMENT V8/V6,2761566000000200017,,6.00,0.00,0.00,0.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,411.87,ItemAmount,,goods,,,,2288.16,77046.00,0.01,Adjustment,0.00,0.000,,,,,,0,Due on Receipt,,,,,,,,,"Sarsawa Airport,",Saharanpur,Uttar Pradesh,India,,,,,,,0.000,,,,,,,,
2761566000000219170,2026-06-10,,RBS-PO-002,,Draft,EXPERT ENGINEERS,78060010,FALSE,UK,UP,business_gst,05AAJFE0008M1ZO,false,INR,1.000000000000,Spreadsheet,,,,,,Cost of Goods Sold,,221.19,Pre -Fuel filter,2761566000000200029,,3.00,0.00,0.00,0.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,119.44,ItemAmount,,goods,,,,663.57,77046.00,0.01,Adjustment,0.00,0.000,,,,,,0,Due on Receipt,,,,,,,,,"Sarsawa Airport,",Saharanpur,Uttar Pradesh,India,,,,,,,0.000,,,,,,,,
2761566000000219170,2026-06-10,,RBS-PO-002,,Draft,EXPERT ENGINEERS,78060010,FALSE,UK,UP,business_gst,05AAJFE0008M1ZO,false,INR,1.000000000000,Spreadsheet,,,,,,Cost of Goods Sold,,188.98,Micro -Fuel filter,2761566000000219186,,3.00,0.00,0.00,0.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,102.05,ItemAmount,,goods,,,,566.94,77046.00,0.01,Adjustment,0.00,0.000,,,,,,0,Due on Receipt,,,,,,,,,"Sarsawa Airport,",Saharanpur,Uttar Pradesh,India,,,,,,,0.000,,,,,,,,
2761566000000219170,2026-06-10,,RBS-PO-002,,Draft,EXPERT ENGINEERS,998719,FALSE,UK,UP,business_gst,05AAJFE0008M1ZO,false,INR,1.000000000000,Spreadsheet,,,,,,Cost of Goods Sold,,3000.00,FREIGHT AND DELIVERY,2761566000000219191,,1.00,0.00,0.00,0.00,nos,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,540.00,ItemAmount,,service,,,,3000.00,77046.00,0.01,Adjustment,0.00,0.000,,,,,,0,Due on Receipt,,,,,,,,,"Sarsawa Airport,",Saharanpur,Uttar Pradesh,India,,,,,,,0.000,,,,,,,,
2761566000000219170,2026-06-10,,RBS-PO-002,,Draft,EXPERT ENGINEERS,998717,FALSE,UK,UP,business_gst,05AAJFE0008M1ZO,false,INR,1.000000000000,Spreadsheet,,,,,,Labor,,3000.00,SERVICE CHARGE,2761566000000200065,,3.00,0.00,0.00,0.00,Job,entity_level,true,0.00,0.0,2761566000000032366,IGST18,18.00,1620.00,ItemAmount,,service,,,,9000.00,77046.00,0.01,Adjustment,0.00,0.000,,,,,,0,Due on Receipt,,,,,,,,,"Sarsawa Airport,",Saharanpur,Uttar Pradesh,India,,,,,,,0.000,,,,,,,,
